timestamp,position,velocity,acceleration,attitude,body_rate,actuator
52728000,1,0,0,0,0,0
52828000,1,0,0,0,0,0
52928000,1,0,0,0,0,0
53028000,1,0,0,0,0,0
53128000,1,0,0,0,0,0
53228000,1,0,0,0,0,0
53328000,1,0,0,0,0,0
53428000,1,0,0,0,0,0
53528000,1,0,0,0,0,0
53628000,1,0,0,0,0,0
53728000,1,0,0,0,0,0
53828000,1,0,0,0,0,0
53928000,1,0,0,0,0,0
54028000,1,0,0,0,0,0
54128000,1,0,0,0,0,0
54228000,1,0,0,0,0,0
54328000,1,0,0,0,0,0
54428000,1,0,0,0,0,0
54528000,1,0,0,0,0,0
54628000,1,0,0,0,0,0
54728000,1,0,0,0,0,0
54828000,1,0,0,0,0,0
54928000,1,0,0,0,0,0
55028000,1,0,0,0,0,0
55128000,1,0,0,0,0,0
55228000,1,0,0,0,0,0
55328000,1,0,0,0,0,0
55428000,1,0,0,0,0,0
55528000,1,0,0,0,0,0
55628000,1,0,0,0,0,0
55728000,1,0,0,0,0,0
55828000,1,0,0,0,0,0
55928000,1,0,0,0,0,0
56028000,1,0,0,0,0,0
56128000,1,0,0,0,0,0
56228000,1,0,0,0,0,0
56328000,1,0,0,0,0,0
56428000,1,0,0,0,0,0
56528000,1,0,0,0,0,0
56628000,1,0,0,0,0,0
56728000,1,0,0,0,0,0
56828000,1,0,0,0,0,0
56928000,1,0,0,0,0,0
57028000,1,0,0,0,0,0
57128000,1,0,0,0,0,0
57228000,1,0,0,0,0,0
57328000,1,0,0,0,0,0
57428000,1,0,0,0,0,0
57528000,1,0,0,0,0,0
57628000,1,0,0,0,0,0
57728000,1,0,0,0,0,0
57828000,1,0,0,0,0,0
57928000,1,0,0,0,0,0
58028000,1,0,0,0,0,0
58128000,1,0,0,0,0,0
58228000,1,0,0,0,0,0
58328000,1,0,0,0,0,0
58428000,1,0,0,0,0,0
58528000,1,0,0,0,0,0
58628000,1,0,0,0,0,0
58728000,1,0,0,0,0,0
58828000,1,0,0,0,0,0
58928000,1,0,0,0,0,0
59028000,1,0,0,0,0,0
59128000,1,0,0,0,0,0
59228000,1,0,0,0,0,0
59328000,1,0,0,0,0,0
59428000,1,0,0,0,0,0
59528000,1,0,0,0,0,0
59628000,1,0,0,0,0,0
59728000,1,0,0,0,0,0
59828000,1,0,0,0,0,0
59928000,1,0,0,0,0,0
60028000,1,0,0,0,0,0
60128000,1,0,0,0,0,0
60228000,1,0,0,0,0,0
60328000,1,0,0,0,0,0
60428000,1,0,0,0,0,0
60528000,1,0,0,0,0,0
60628000,1,0,0,0,0,0
60728000,1,0,0,0,0,0
60828000,1,0,0,0,0,0
60928000,1,0,0,0,0,0
61028000,1,0,0,0,0,0
61128000,1,0,0,0,0,0
61228000,1,0,0,0,0,0
61328000,1,0,0,0,0,0
61428000,1,0,0,0,0,0
61528000,1,0,0,0,0,0
61628000,1,0,0,0,0,0
61728000,1,0,0,0,0,0
61828000,1,0,0,0,0,0
61928000,1,0,0,0,0,0
62028000,1,0,0,0,0,0
62128000,1,0,0,0,0,0
62228000,1,0,0,0,0,0
62328000,1,0,0,0,0,0
62428000,1,0,0,0,0,0
62528000,1,0,0,0,0,0
62628000,1,0,0,0,0,0
62728000,1,0,0,0,0,0
62828000,1,0,0,0,0,0
62928000,1,0,0,0,0,0
63028000,1,0,0,0,0,0
63128000,1,0,0,0,0,0
63228000,1,0,0,0,0,0
63328000,1,0,0,0,0,0
63428000,1,0,0,0,0,0
63528000,1,0,0,0,0,0
63628000,1,0,0,0,0,0
63728000,1,0,0,0,0,0
63828000,1,0,0,0,0,0
63928000,1,0,0,0,0,0
64028000,1,0,0,0,0,0
64128000,1,0,0,0,0,0
64228000,1,0,0,0,0,0
64328000,1,0,0,0,0,0
64428000,1,0,0,0,0,0
64528000,1,0,0,0,0,0
64628000,1,0,0,0,0,0
64728000,1,0,0,0,0,0
64828000,1,0,0,0,0,0
64928000,1,0,0,0,0,0
65028000,1,0,0,0,0,0
65128000,1,0,0,0,0,0
65228000,1,0,0,0,0,0
65328000,1,0,0,0,0,0
65428000,1,0,0,0,0,0
65528000,1,0,0,0,0,0
65628000,1,0,0,0,0,0
65728000,1,0,0,0,0,0
65828000,1,0,0,0,0,0
65928000,1,0,0,0,0,0
66028000,1,0,0,0,0,0
66128000,1,0,0,0,0,0
66228000,1,0,0,0,0,0
66328000,1,0,0,0,0,0
66428000,1,0,0,0,0,0
66528000,1,0,0,0,0,0
66628000,1,0,0,0,0,0
66728000,1,0,0,0,0,0
66828000,1,0,0,0,0,0
66928000,1,0,0,0,0,0
67028000,1,0,0,0,0,0
67128000,1,0,0,0,0,0
67228000,1,0,0,0,0,0
67328000,1,0,0,0,0,0
67428000,1,0,0,0,0,0
67528000,1,0,0,0,0,0
67628000,1,0,0,0,0,0
67728000,1,0,0,0,0,0
67828000,1,0,0,0,0,0
67928000,1,0,0,0,0,0
68028000,1,0,0,0,0,0
68128000,1,0,0,0,0,0
68228000,1,0,0,0,0,0
68328000,1,0,0,0,0,0
68428000,1,0,0,0,0,0
68528000,1,0,0,0,0,0
68628000,1,0,0,0,0,0
68728000,1,0,0,0,0,0
68828000,1,0,0,0,0,0
68928000,1,0,0,0,0,0
69028000,1,0,0,0,0,0
69128000,1,0,0,0,0,0
69228000,1,0,0,0,0,0
69328000,1,0,0,0,0,0
69428000,1,0,0,0,0,0
69528000,1,0,0,0,0,0
69628000,1,0,0,0,0,0
69728000,1,0,0,0,0,0
69828000,1,0,0,0,0,0
69928000,1,0,0,0,0,0
70028000,1,0,0,0,0,0
70128000,1,0,0,0,0,0
70228000,1,0,0,0,0,0
70328000,1,0,0,0,0,0
70428000,1,0,0,0,0,0
70528000,1,0,0,0,0,0
70628000,1,0,0,0,0,0
70728000,1,0,0,0,0,0
70828000,1,0,0,0,0,0
70928000,1,0,0,0,0,0
71028000,1,0,0,0,0,0
71128000,1,0,0,0,0,0
71228000,1,0,0,0,0,0
71328000,1,0,0,0,0,0
71428000,1,0,0,0,0,0
71528000,1,0,0,0,0,0
71628000,1,0,0,0,0,0
71728000,1,0,0,0,0,0
71828000,1,0,0,0,0,0
71928000,1,0,0,0,0,0
72028000,1,0,0,0,0,0
72128000,1,0,0,0,0,0
72228000,1,0,0,0,0,0
72328000,1,0,0,0,0,0
72428000,1,0,0,0,0,0
72528000,1,0,0,0,0,0
72628000,1,0,0,0,0,0
72728000,1,0,0,0,0,0
72828000,1,0,0,0,0,0
72928000,1,0,0,0,0,0
73028000,1,0,0,0,0,0
73128000,1,0,0,0,0,0
73228000,1,0,0,0,0,0
73328000,1,0,0,0,0,0
73428000,1,0,0,0,0,0
73528000,1,0,0,0,0,0
73628000,1,0,0,0,0,0
73728000,1,0,0,0,0,0
73828000,1,0,0,0,0,0
73928000,1,0,0,0,0,0
74028000,1,0,0,0,0,0
74128000,1,0,0,0,0,0
74228000,1,0,0,0,0,0
74328000,1,0,0,0,0,0
74428000,1,0,0,0,0,0
74528000,1,0,0,0,0,0
74628000,1,0,0,0,0,0
74728000,1,0,0,0,0,0
74828000,1,0,0,0,0,0
74928000,1,0,0,0,0,0
75028000,1,0,0,0,0,0
75128000,1,0,0,0,0,0
75228000,1,0,0,0,0,0
75328000,1,0,0,0,0,0
75428000,1,0,0,0,0,0
75528000,1,0,0,0,0,0
75628000,1,0,0,0,0,0
75728000,1,0,0,0,0,0
75828000,1,0,0,0,0,0
75928000,1,0,0,0,0,0
76028000,1,0,0,0,0,0
76128000,1,0,0,0,0,0
76228000,1,0,0,0,0,0
76328000,1,0,0,0,0,0
76428000,1,0,0,0,0,0
76528000,1,0,0,0,0,0
76628000,1,0,0,0,0,0
76728000,1,0,0,0,0,0
76828000,1,0,0,0,0,0
76928000,1,0,0,0,0,0
77028000,1,0,0,0,0,0
77128000,1,0,0,0,0,0
77228000,1,0,0,0,0,0
77328000,1,0,0,0,0,0
77428000,1,0,0,0,0,0
77528000,1,0,0,0,0,0
77628000,1,0,0,0,0,0
77728000,1,0,0,0,0,0
77828000,1,0,0,0,0,0
77928000,1,0,0,0,0,0
78028000,1,0,0,0,0,0
78128000,1,0,0,0,0,0
78228000,1,0,0,0,0,0
78328000,1,0,0,0,0,0
78428000,1,0,0,0,0,0
78528000,1,0,0,0,0,0
78628000,1,0,0,0,0,0
78728000,1,0,0,0,0,0
78828000,1,0,0,0,0,0
78928000,1,0,0,0,0,0
79028000,1,0,0,0,0,0
79128000,1,0,0,0,0,0
79228000,1,0,0,0,0,0
79328000,1,0,0,0,0,0
79428000,1,0,0,0,0,0
79528000,1,0,0,0,0,0
79628000,1,0,0,0,0,0
79728000,1,0,0,0,0,0
79828000,1,0,0,0,0,0
79928000,1,0,0,0,0,0
80028000,1,0,0,0,0,0
80128000,1,0,0,0,0,0
80228000,1,0,0,0,0,0
80328000,1,0,0,0,0,0
80428000,1,0,0,0,0,0
80528000,1,0,0,0,0,0
80628000,1,0,0,0,0,0
80728000,1,0,0,0,0,0
80828000,1,0,0,0,0,0
80928000,1,0,0,0,0,0
81028000,1,0,0,0,0,0
81128000,1,0,0,0,0,0
81228000,1,0,0,0,0,0
81328000,1,0,0,0,0,0
81428000,1,0,0,0,0,0
81528000,1,0,0,0,0,0
81628000,1,0,0,0,0,0
81728000,1,0,0,0,0,0
81828000,1,0,0,0,0,0
81928000,1,0,0,0,0,0
82028000,1,0,0,0,0,0
82128000,1,0,0,0,0,0
82228000,1,0,0,0,0,0
82328000,1,0,0,0,0,0
82428000,1,0,0,0,0,0
82528000,1,0,0,0,0,0
82628000,1,0,0,0,0,0
82728000,1,0,0,0,0,0
82828000,1,0,0,0,0,0
82928000,1,0,0,0,0,0
83028000,1,0,0,0,0,0
83128000,1,0,0,0,0,0
83228000,1,0,0,0,0,0
83328000,1,0,0,0,0,0
83428000,1,0,0,0,0,0
83528000,1,0,0,0,0,0
83628000,1,0,0,0,0,0
83728000,1,0,0,0,0,0
83828000,1,0,0,0,0,0
83928000,1,0,0,0,0,0
84028000,1,0,0,0,0,0
84128000,1,0,0,0,0,0
84228000,1,0,0,0,0,0
84328000,1,0,0,0,0,0
84428000,1,0,0,0,0,0
84528000,1,0,0,0,0,0
84628000,1,0,0,0,0,0
84728000,1,0,0,0,0,0
84828000,1,0,0,0,0,0
84928000,1,0,0,0,0,0
85028000,1,0,0,0,0,0
85128000,1,0,0,0,0,0
85228000,1,0,0,0,0,0
85328000,1,0,0,0,0,0
85428000,1,0,0,0,0,0
85528000,1,0,0,0,0,0
85628000,1,0,0,0,0,0
85728000,1,0,0,0,0,0
85828000,1,0,0,0,0,0
85928000,1,0,0,0,0,0
86028000,1,0,0,0,0,0
86128000,1,0,0,0,0,0
86228000,1,0,0,0,0,0
86328000,1,0,0,0,0,0
86428000,1,0,0,0,0,0
86528000,1,0,0,0,0,0
86628000,1,0,0,0,0,0
86728000,1,0,0,0,0,0
86828000,1,0,0,0,0,0
86928000,1,0,0,0,0,0
87028000,1,0,0,0,0,0
87128000,1,0,0,0,0,0
87228000,1,0,0,0,0,0
87328000,1,0,0,0,0,0
87428000,1,0,0,0,0,0
87528000,1,0,0,0,0,0
87628000,1,0,0,0,0,0
87728000,1,0,0,0,0,0
87828000,1,0,0,0,0,0
87928000,1,0,0,0,0,0
88028000,1,0,0,0,0,0
88128000,1,0,0,0,0,0
88228000,1,0,0,0,0,0
88328000,1,0,0,0,0,0
88428000,1,0,0,0,0,0
88528000,1,0,0,0,0,0
88628000,1,0,0,0,0,0
88728000,1,0,0,0,0,0
88828000,1,0,0,0,0,0
88928000,1,0,0,0,0,0
89028000,1,0,0,0,0,0
89128000,1,0,0,0,0,0
89228000,1,0,0,0,0,0
89328000,1,0,0,0,0,0
89428000,1,0,0,0,0,0
89528000,1,0,0,0,0,0
89628000,1,0,0,0,0,0
89728000,1,0,0,0,0,0
89828000,1,0,0,0,0,0
89928000,1,0,0,0,0,0
90028000,1,0,0,0,0,0
90128000,1,0,0,0,0,0
90228000,1,0,0,0,0,0
90328000,1,0,0,0,0,0
90428000,1,0,0,0,0,0
90528000,1,0,0,0,0,0
90628000,1,0,0,0,0,0
90728000,1,0,0,0,0,0
90828000,1,0,0,0,0,0
90928000,1,0,0,0,0,0
91028000,1,0,0,0,0,0
91128000,1,0,0,0,0,0
91228000,1,0,0,0,0,0
91328000,1,0,0,0,0,0
91428000,1,0,0,0,0,0
91528000,1,0,0,0,0,0
91628000,1,0,0,0,0,0
91728000,1,0,0,0,0,0
91828000,1,0,0,0,0,0
91928000,1,0,0,0,0,0
92028000,1,0,0,0,0,0
92128000,1,0,0,0,0,0
92228000,1,0,0,0,0,0
92328000,1,0,0,0,0,0
92428000,1,0,0,0,0,0
92528000,1,0,0,0,0,0
92628000,1,0,0,0,0,0
92728000,1,0,0,0,0,0
92828000,1,0,0,0,0,0
92928000,1,0,0,0,0,0
93028000,1,0,0,0,0,0
93128000,1,0,0,0,0,0
93228000,1,0,0,0,0,0
93328000,1,0,0,0,0,0
93428000,1,0,0,0,0,0
93528000,1,0,0,0,0,0
93628000,1,0,0,0,0,0
93728000,1,0,0,0,0,0
93828000,1,0,0,0,0,0
93928000,1,0,0,0,0,0
94028000,1,0,0,0,0,0
94128000,1,0,0,0,0,0
94228000,1,0,0,0,0,0
94328000,1,0,0,0,0,0
94428000,1,0,0,0,0,0
94528000,1,0,0,0,0,0
94628000,1,0,0,0,0,0
94728000,1,0,0,0,0,0
94828000,1,0,0,0,0,0
94928000,1,0,0,0,0,0
95028000,1,0,0,0,0,0
95128000,1,0,0,0,0,0
95228000,1,0,0,0,0,0
95328000,1,0,0,0,0,0
95428000,1,0,0,0,0,0
95528000,1,0,0,0,0,0
95628000,1,0,0,0,0,0
95728000,1,0,0,0,0,0
95828000,1,0,0,0,0,0
95928000,1,0,0,0,0,0
96028000,1,0,0,0,0,0
96128000,1,0,0,0,0,0
96228000,1,0,0,0,0,0
96328000,1,0,0,0,0,0
96428000,1,0,0,0,0,0
96528000,1,0,0,0,0,0
96628000,1,0,0,0,0,0
96728000,1,0,0,0,0,0
96828000,1,0,0,0,0,0
96928000,1,0,0,0,0,0
97028000,1,0,0,0,0,0
97128000,1,0,0,0,0,0
97228000,1,0,0,0,0,0
97328000,1,0,0,0,0,0
97428000,1,0,0,0,0,0
97528000,1,0,0,0,0,0
97628000,1,0,0,0,0,0
97728000,1,0,0,0,0,0
97828000,1,0,0,0,0,0
97928000,1,0,0,0,0,0
98028000,1,0,0,0,0,0
98128000,1,0,0,0,0,0
98176000,1,0,0,0,0,0
