timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
102000000,-0.0016294239,0.0035764806,1.0436772e-05,0.0
102200000,-0.0017215924,0.003669269,4.567155e-06,0.0
102400000,-0.014336651,0.014200982,-0.000101629244,0.0
102600000,-0.022821227,0.02111219,-0.00012317137,0.0
102800000,-0.031204363,0.028042503,-0.00015676672,0.0
103000000,-0.03950588,0.03499644,-0.00017865753,0.0
103200000,-0.04772295,0.041971046,-0.00020856179,0.0
103400000,-0.05585044,0.048992466,-0.00023545975,0.0
103600000,-0.06132156,0.053776514,-0.0002536449,0.0
103800000,-0.06132156,0.053776514,-0.0002536449,0.0
104000000,-0.06132156,0.053776514,-0.0002536449,0.0
104200000,-0.06132156,0.053776514,-0.0002536449,0.0
104400000,-0.06132156,0.053776514,-0.0002536449,0.0
104600000,-0.06132156,0.053776514,-0.0002536449,0.0
104800000,-0.06132156,0.053776514,-0.0002536449,0.0
104996000,-0.06132156,0.053776514,-0.0002536449,0.0
105200000,-0.06132156,0.053776514,-0.0002536449,0.0
105400000,-0.06132156,0.053776514,-0.0002536449,0.0
105600000,-0.06132156,0.053776514,-0.0002536449,0.0
105800000,-0.06132156,0.053776514,-0.0002536449,0.0
106000000,0.0,0.0,0.0,0.0
106200000,0.0,0.0,0.0,0.0
106400000,0.0,0.0,0.0,0.0
106600000,0.0,0.0,0.0,0.0
106800000,0.0,0.0,0.0,0.0
